"TES","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99"
"TES2",-11.5883543131065,6.52403566663479,0.171297926518025,1.51636118437995,-0.525113924180007,-0.664750714614069,-0.900655584885666,-1.08373655176387,0.00228194930009331,-0.367663989815925,0.755348497074677,0.917900254465967,0.276836177633216,0.661289139825249,-0.412371907079272,-0.394444101693531,0.242919346907789,0.71318959393689,0.383282264508054,0.0184838794796078,0.321658178037243,-0.00688315044257034,0.349140042603421,0.116574175682782,-0.343681927264063,-0.228187691475049,0.301623456098006,-0.491629260871603,-0.554649530780864,-0.404815057275845,0.232797205953677,0.417252510682978,0.263612195498873,-0.432579655288921,-0.132169224762857,-0.543811800223894,-0.171056767385923,0.103578844823454,-0.144302323565637,0.0633158341074347,0.149258621296714,-0.163492536128812,-0.10368044666199,0.0587337740379951,0.0195615681960767,-0.167546037155035,-0.0295826220000801,0.107647406194159,-0.00968742963522058,0.255157530614817,0.151456512753406,0.0381539530307791,0.221125424513591,0.07051003226714,0.232684979508126,-0.236335805482548,0.0400367647797054,-0.0575656935115557,-0.0936785615845779,-0.178510498754982,-0.0503776766772228,0.0901017200098771,-0.0145193369580258,-0.0431986006934452,0.0598184479613442,0.0425626655232434,-0.0469917752352913,-0.150091979006509,-0.0163323445696637,-0.060166081405675,-0.00664720007759874,-0.173052807251336,-0.119350499108326,-0.0397340693561873,-0.0965161050700474,0.0242923784392755,-0.159524113558563,0.0363692241486733,-0.156666809834743,0.0148998720653692,0.0332652975090808,0.0157073553619422,-0.0168514406759532,0.0131441406051958,-8.42942092379036e-05,0.120880086769248,0.00671093908846678,-0.0441699262436927,0.0286655316408428,0.116295408485819,0.0815570299982536,0.00652391007774575,-0.0933781115506405,0.115085040997651,0.00843751883232639,-0.0626607617540325,-0.0369943366279411,0.0862907596078209,-0.0579762215170303
"TES1",2.6831733369708,-1.52947877707804,-0.0294228506572901,-0.163559022933444,0.0840759932195357,0.340171353069662,0.224364201880588,0.352668075906532,-0.000888414023826532,-0.0193464698645144,-0.285057193086567,-0.267049650200603,-0.160345195962098,-0.228439323006515,-0.317276420028237,0.0552265235666613,-0.0695431765949233,-0.16169920206539,0.0189412151763714,0.0922477743459127,0.13120155923197,0.0915811463290764,-0.256558780326222,-0.0212514364217919,-0.0797234190335165,0.0488968050907145,-0.153183739110712,0.14256719217109,-0.0157415868814221,-0.00617957908894835,-0.00520176189921594,0.136280169556648,-0.138816749298,-0.019694863995826,0.0924008295050017,0.0823669639270412,-0.0412300632470699,0.0971392389101619,0.0320406684762643,-0.0784744510914191,-0.0299240772967764,0.0743858974396683,0.126119113328947,0.0551615950506114,-0.141253006035202,0.107558395322495,0.110767440990452,0.0904157829160286,-0.0153284160297234,0.0816619570253625,0.119274413371807,-0.000224532235070254,-0.0480520557109132,0.00439532272392057,0.00111505531946993,0.041927693493851,0.0356566054064026,-0.0730567690371611,0.0397405808476553,0.0218595879227319,0.0171559958431052,0.0181944022537933,0.00746602773813422,0.00935280432083082,-0.0523959930433742,0.0395828022467037,-0.0356302903715014,0.00961917308560957,0.139575027277782,-0.0314560097157486,-0.0412265568358786,0.0211856571067121,-0.0161207169060846,0.0603361908248143,0.0600221696304055,0.0141098557905359,-0.0417877963953333,-0.105541361571016,0.0443286566997093,-0.0110610989874961,0.0127881345022814,-0.0386783141414345,-0.0839919785519069,0.00695108940210508,0.0163820310419956,-0.00125985388402332,0.0614150985926801,-0.0115738157113502,0.00919026215309237,0.00506811747575735,0.0141063022930113,-0.0371584709800089,-0.0416394677200368,0.0391075096346477,-0.00278616744452148,-0.0151186517653986,0.0541932471231723,0.0260021848081696,0.0159903493027724
