"PC1","PC2","TES"
-5.05018092549029,2.41144862850985,"TES1"
1.14990201841879,-4.85951544182233,"TES1"
4.56555613231939,1.29712143206419,"TES1"
-0.888569635739932,-5.49184187377916,"TES1"
-2.33493920244808,-10.0832802365125,"TES1"
11.8839715763445,-0.487643263162793,"TES1"
-3.50065910086077,-2.85058754304967,"TES1"
-0.23950807319596,-4.23643197254677,"TES1"
-5.41005796540891,-6.24890477738044,"TES1"
13.214705584821,8.79537646953847,"TES1"
11.328680089964,10.3562471031883,"TES1"
14.0011302441405,4.14067955209043,"TES1"
4.17708719358865,1.71502935018256,"TES1"
-3.26684086930299,1.15088077207068,"TES1"
-1.56353838138008,4.22700625978406,"TES1"
-9.24881667230365,1.66857867670345,"TES2"
-4.50110273592362,-2.040187240209,"TES1"
-4.60174865385577,-3.87898604109466,"TES1"
-7.21287649256301,-1.37164915246831,"TES1"
4.51630962693083,2.27268999987212,"TES1"
-2.39967288662708,4.76117387537697,"TES1"
9.10443463590468,5.31736636575507,"TES1"
3.87613993955906,5.85219130450097,"TES1"
-3.85602235567631,-0.0877084576750273,"TES1"
4.27702252860128,1.3338625029755,"TES1"
1.70644872795432,4.06142573385614,"TES1"
10.3647522025968,7.91235445946354,"TES1"
-2.53006381775609,-1.75282156303152,"TES1"
-8.88946741579755,5.87470041430414,"TES2"
-8.70593856135909,-1.65101681577558,"TES2"
3.91870052125936,0.779734490182434,"TES1"
-11.0732095852659,1.40419779445559,"TES2"
-0.743414927523688,13.3960558952203,"TES2"
-5.09516240132767,-0.997369192129367,"TES1"
-2.64106409495311,2.18926476918721,"TES1"
-9.99620595343651,3.75146795327889,"TES2"
-6.45277006568943,5.03172450232607,"TES2"
-5.07144934843777,12.8865557919947,"TES2"
-15.0813278660687,0.478939634280507,"TES2"
-11.4857564303208,-1.79248142297557,"TES2"
-8.48061869613841,-1.11211878431585,"TES2"
0.375980398197791,-1.33847502146035,"TES1"
-5.83332822083911,2.38160442282668,"TES2"
2.94262829636977,-1.79619261295179,"TES1"
-4.60509488178289,-1.07406595895902,"TES1"
9.53516284198931,-4.16849150938258,"TES1"
-4.83558380411272,-15.4329573432473,"TES1"
-1.26759256473228,-4.45734593885688,"TES1"
3.90738391558421,0.866079749108393,"TES1"
3.02350875315824,-6.35324087716306,"TES1"
-1.61089187532415,-7.611367979188,"TES1"
8.01173500039641,-8.53197443954817,"TES1"
0.563256092790277,-4.37794569054887,"TES1"
-1.74078053644963,-9.79163943492922,"TES1"
3.57024688604816,-8.66448391252516,"TES1"
7.68333038375561,-0.43973204796717,"TES1"
9.11949642442639,-8.63608880239746,"TES1"
10.4746734281083,1.54712136446993,"TES1"
1.68585902204575,-8.66718849859656,"TES1"
9.37024824000656,0.554577572192284,"TES1"
3.90417744393999,-10.4933558738565,"TES1"
4.96527529534023,-2.30387230651561,"TES1"
-2.30551988629933,-10.577797335122,"TES1"
9.84103978118318,-2.01472905875658,"TES1"
6.98424010731575,-3.92199162192053,"TES1"
6.21502506069244,-5.8140762874882,"TES1"
0.431194351256653,-5.0500259321782,"TES1"
5.75651220899957,-1.45841369541315,"TES1"
1.66602928826434,-7.41604684147313,"TES1"
8.7095346687283,-1.30984320752558,"TES1"
2.97109998944428,2.39505979859975,"TES1"
8.26140152383365,-6.44947609642048,"TES1"
-7.81917679177804,-6.78339819595467,"TES1"
-4.11732343783656,-3.00804267149383,"TES1"
5.23865409700479,-1.59458769459655,"TES1"
3.96052302920378,-4.84779725632624,"TES1"
1.53278121197341,-0.310682947621035,"TES1"
-1.99999527796067,-4.01294046829987,"TES1"
5.62881210700788,-10.8843429844082,"TES1"
-6.20323132965849,-15.6135303475412,"TES1"
10.9861623163847,-12.738540897328,"TES1"
9.0722508433385,-13.8642967320125,"TES1"
4.25572840115563,-16.3802393660767,"TES1"
-6.5452234005941,-3.26747097202081,"TES1"
-2.84347109802031,-8.8031932282025,"TES1"
12.1174897296414,-0.234100747668479,"TES1"
8.07795375105048,-11.7569064792118,"TES1"
14.0948097215237,5.06358382044969,"TES1"
0.493442306651861,-6.20000989544363,"TES1"
1.80815854877688,-11.1405729365613,"TES1"
7.41860349740648,-5.29619176401243,"TES1"
1.93525936136541,3.44579306369554,"TES1"
-0.406577803454926,0.316064907228607,"TES1"
8.66673159393642,-4.09585838101371,"TES1"
-1.20903386861349,2.6737160531205,"TES1"
-0.0230785830352635,-12.1064032492035,"TES1"
4.15356224066028,4.12590252235854,"TES1"
8.76349609144482,4.11308629474449,"TES1"
8.60450973524494,14.2681093793031,"TES1"
4.25285132392277,-4.98715549606777,"TES1"
-4.60922862442528,-5.58502420668256,"TES1"
-4.3305894517702,6.67707957917225,"TES1"
-3.74735669282743,-3.98070679110947,"TES1"
2.11158724178785,0.189686711177095,"TES1"
5.93902315616022,-1.27582628548398,"TES1"
2.01348227529812,-3.5802008535605,"TES1"
-2.49452137822568,-7.75122906443874,"TES1"
-8.47317448896064,-11.0739139319836,"TES1"
1.46897178981945,0.182095233179814,"TES1"
-3.91490852036927,-9.44177978199593,"TES1"
1.21570175045051,-1.156553708306,"TES1"
-1.19090816380687,-1.89492078019908,"TES1"
-0.192319542174765,-8.51715145308334,"TES1"
3.38382039451794,-14.9523475613817,"TES1"
8.08873960635817,-14.7511270588201,"TES1"
-2.47165946056695,-5.95814718794545,"TES1"
-2.48552376903608,-3.73762551678532,"TES1"
6.85090782157074,-5.48345604417631,"TES1"
5.74744274997188,-0.189786248371932,"TES1"
-0.24525308447205,-0.086238834663422,"TES1"
5.38548552382661,-4.24178130476021,"TES1"
-8.21180970509891,6.05458706077585,"TES2"
-0.106501028040991,-0.331744927715103,"TES1"
-0.0267067915368958,-4.68638220698263,"TES1"
-2.7029651862323,2.79874632626451,"TES1"
-5.23265889261942,3.11249010594241,"TES2"
-2.50290590666535,-6.76874637407463,"TES1"
-10.4934644160997,2.5594114907892,"TES2"
-1.61087909892782,-1.69096410553423,"TES1"
-5.30966322499742,-10.5013742393073,"TES1"
-2.2754660950597,-2.80037403582547,"TES1"
-3.63795601893586,1.13855497023987,"TES1"
-0.794003472678258,-5.75162880369434,"TES1"
