"feature","center","scale"
"dim_178",0.743843611350105,0.444250198096568
"dim_179",1.05918176789233,0.340898298213966
"dim_180",-0.779852117455386,0.607842246969967
"dim_181",-0.984039870249306,0.546775262766359
"dim_182",-0.51549334697465,0.508164049148027
"dim_183",-0.574222812553907,0.397461952210364
"dim_184",-0.0559407996826191,0.546580637296961
"dim_185",0.203404015066112,0.514895568046221
"dim_186",-0.867569881011831,0.54895398652975
"dim_187",0.0461980599701959,0.487252620361095
"dim_188",0.73413484271695,0.349059785871896
"dim_189",-0.136038397039297,0.460267648825731
"dim_190",-0.370386488919959,0.432893406461697
"dim_191",0.67958242491165,0.477102542028042
"dim_192",0.350661643015399,0.567974966039335
"dim_193",0.184792962656455,0.588805765669909
"dim_194",-1.37115412622373,0.557188123685442
"dim_195",1.18101467069318,0.667111712517108
"dim_196",0.00158916718742632,0.695222907249747
"dim_197",3.38119609913927,0.337690303373743
"dim_198",1.29557459951636,0.731102014449767
"dim_199",-1.00441265491412,0.753126718552165
"dim_200",-0.553574161913167,0.631507811676389
"dim_201",0.216528983003004,0.691236243789719
"dim_202",0.947793657130542,0.674775661323378
"dim_203",0.0237299305386841,0.671738039674089
"dim_204",0.269817538258243,0.603261916937716
"dim_205",0.891787235733082,0.714582531204975
"dim_206",1.30332766446344,0.657688550163657
"dim_207",-0.0537269774150658,0.505222403405936
"dim_208",-0.77058116561,0.704779969450103
"dim_209",0.746355429309807,0.847975951957461
"dim_210",1.20513443459281,0.855801501803539
"dim_211",-0.908789875397974,0.612964821900901
"dim_212",-0.477273654286066,0.618951664815054
"dim_213",-0.156722216130274,0.673431477736171
"dim_214",0.147271365423667,0.651446150017494
"dim_215",-0.0341227670457769,0.647102070571552
"dim_216",1.29374423955983,0.556138087579518
"dim_217",-0.69479152790885,0.687733283176708
"dim_218",0.456286203320277,0.539289068745323
"dim_219",-1.26843959950109,0.566481350139402
"dim_220",2.44730532422979,0.546813352096776
"dim_221",-1.38974079121935,0.43035859088661
"dim_222",-1.35316079506215,0.558137053050494
"dim_223",-0.180628115271139,0.604547472099547
"dim_224",0.880153916841571,0.510622819120286
"dim_225",-0.732744483732708,0.520777719842042
"dim_226",-0.926103502357418,0.707328793865864
"dim_227",0.16714860568259,0.449812928418661
"dim_228",-1.096794814557,0.850413958338576
"dim_229",3.46142528564372,0.600381536401781
"dim_230",0.438052869877441,0.483187784808374
"dim_231",0.591465205940953,0.609539972937757
"dim_232",-0.615830188965861,0.490809424609009
"dim_233",0.548777691045023,0.654766050025044
"dim_234",0.160419352519068,0.645581593008127
"dim_235",-1.11188817953968,0.666205701774518
"dim_236",0.917747833801711,0.483838797843273
"dim_237",-0.0638782001536419,0.71229701614342
"dim_238",0.516674249436944,0.84284690215536
"dim_239",-0.595780837540317,0.530594073308632
"dim_240",-0.203280411238604,0.626206954023857
"dim_241",-1.63212561959282,0.628416496082238
"dim_242",-0.0653358161687217,0.424520098713777
"dim_243",0.0391008600146767,0.516028343680257
"dim_244",-0.342330309966619,0.532983537374182
"dim_245",0.96695245784965,0.59906665641543
"dim_246",-0.516856927642143,0.481331108854286
"dim_247",-1.29217470373879,0.547612585649672
"dim_248",0.038110606986633,0.619698922941752
"dim_249",0.395649846846317,0.613787425187385
"dim_250",-0.120478831946929,0.535303466633681
"dim_251",-1.31358860206414,0.616131959951201
"dim_252",0.972998021988872,0.613105285708817
"dim_253",1.81964208688191,0.680573785938256
"dim_254",-0.988658576799517,0.539095005390059
"dim_255",-0.261589381681319,0.650939400237268
"dim_256",-0.849369354351879,0.704087900660503
"dim_257",-0.819656206849725,0.598494392918682
"dim_258",-0.296249886602163,0.466409797884277
"dim_259",1.01686642914614,0.518669288799154
"dim_260",0.004013737771187,0.511999847619667
"dim_261",-0.765938038398769,0.669863478089245
"dim_262",0.815976830401478,0.618322594026421
"dim_263",0.691574187323134,0.565139482070569
"dim_264",-0.768108518508838,0.77552354767013
"dim_265",1.15215890860145,0.532269834334281
"dim_266",-2.14539888336303,0.570537147684555
"dim_267",0.244536286884265,0.495084894018845
"dim_268",0.753499257382243,0.591068240911241
"dim_269",-0.781184446692784,0.46882395850288
"dim_270",0.588260972170912,0.623128754889329
"dim_271",-1.56513902563998,0.704800285497235
"dim_272",-0.672011547452433,0.711860226584482
"dim_273",-0.692451076019318,0.613204092801568
"dim_274",-0.113262532253135,0.57630578086965
"dim_275",1.23765456178721,0.471006091228491
"dim_276",0.596555416547555,0.508838360647199
"dim_277",-0.223359938186811,0.76965368697033
"dim_278",0.276664433662007,0.514985489986202
"dim_279",0.249929398251697,0.623476116667106
"dim_280",0.552664426870476,0.46878273876984
"dim_281",-0.24016251020453,0.457783509751992
"dim_282",-0.476720331786039,0.612631246580233
"dim_283",0.229351406169936,0.466003302060125
"dim_284",0.15143481120009,0.502455115965526
"dim_285",0.175154921525416,0.53919212283111
"dim_286",0.374758674760171,0.421884362730783
"dim_287",0.874231552148109,0.539583942056439
"dim_288",0.873230437230953,0.562394417425486
"dim_289",0.391493959079665,0.47166464838575
"dim_290",1.67444562328623,0.409469025403731
"dim_291",0.15928036281839,0.412702080584973
"dim_292",-0.164273442146666,0.439992172162211
"dim_293",-0.0247323562926117,0.564657967498645
"dim_294",-0.845670942638188,0.542006977940144
"dim_295",0.717021390195302,0.514468045359411
"dim_296",0.582832861541116,0.383071734667993
"dim_297",0.612802594854556,0.454877180011667
"dim_298",0.795920697306382,0.454806866538918
"dim_299",-0.0390166499034441,0.47515592005524
"dim_300",-0.671749819704193,0.469016373405479
"dim_301",-0.221390570337547,0.467556265945308
"dim_302",0.357814326408775,0.554472287205441
"dim_303",0.848083369687517,0.47937298454986
"dim_304",-0.18868555461869,0.513598541774061
"dim_305",0.964625215118236,0.451178618371697
"dim_306",0.966856588177541,0.464785660254362
"dim_307",0.848594406228129,0.588836227853001
"dim_308",-1.30692074312333,0.617230511649443
"dim_309",0.615819243107863,0.503271189773762
"dim_310",0.657947396544462,0.449945424170973
"dim_311",0.668275953236809,0.538686061950938
"dim_312",0.542782793140554,0.661905963884941
"dim_313",-0.294502352892936,0.342012398398488
"dim_314",-1.00443397646255,0.222029224024651
"dim_315",-1.7424744777857,0.622842276239375
"dim_316",1.12772187224411,0.568048371989896
"dim_317",0.72302693973117,0.470270848488326
"dim_318",-0.0698979447942544,0.60576104728096
"dim_319",-0.771880042236893,0.464254903796772
"dim_320",0.329154989840661,0.419249728738694
"dim_321",-0.145596180618939,0.472328002740822
"dim_322",0.0958939743584933,0.638361643875237
"dim_323",0.982026053414224,0.613149605145556
"dim_324",0.310214168570089,0.487934727322196
"dim_325",0.824512746700264,0.574293493937531
"dim_326",-0.0496719919719753,0.593582384272922
"dim_327",0.271651763780082,0.567824168630105
"dim_328",-0.335502670077171,0.486016764033807
"dim_329",0.0263374540276152,0.510558477114219
"dim_330",-0.0416003563223367,0.642137030515554
"dim_331",-1.40444545521738,0.527605652374427
"dim_332",0.196758217530999,0.692104233331694
"dim_333",0.464106446480814,0.493021204560433
"dim_334",1.84641568584645,0.56032707651197
"dim_335",-0.583385174226095,0.511140923174101
"dim_336",0.172656025526243,0.4334999870808
"dim_337",0.283657615457939,0.556405972564735
"dim_338",-0.103271442812996,0.527643182105529
"dim_339",-1.17525586987786,0.789989167414391
"dim_340",0.78542473716265,0.383938418985958
"dim_341",-1.31814690517618,0.556314636376798
"dim_342",0.443999274887462,0.462375434249861
"dim_343",-0.852703935668824,0.381862155219364
"dim_344",1.41478872924568,0.602259157518224
"dim_345",0.988624675524362,0.518518801270281
"dim_346",0.467540877950477,0.477350415245547
"dim_347",-0.631936578769633,0.530735476015048
"dim_348",-0.444540402320947,0.561384487204216
"dim_349",0.325211689670749,0.472831466175342
"dim_350",0.299577239860206,0.402530178197824
"dim_351",-0.105056640254631,0.560979844792103
"dim_352",-0.237561224836935,0.47814205685971
"dim_353",-0.599375609092494,0.45673123574111
"dim_354",-0.445089943835294,0.396788405121326
"dim_355",0.465053113996784,0.510992726721087
"dim_356",0.793658320015257,0.549426168713392
"dim_357",-0.640935955703893,0.451629702082425
"dim_358",0.327889076382556,0.491527610081922
"dim_359",0.988820719853678,0.526957213621037
"dim_360",0.455376377210338,0.507876970663523
"dim_361",-0.727846129048378,0.538554400326187
"dim_362",-0.181370675353769,0.485167358090372
"dim_363",0.153900700008021,0.44791287629586
"dim_364",0.368109484143218,0.466072008951705
"dim_365",0.361998373390909,0.51877433375067
"dim_366",-1.00586288568187,0.542647258932055
"dim_367",0.616043011146657,0.498783352533224
"dim_368",0.331979915701804,0.726213355170121
"dim_369",-0.0809175287056318,0.539403318955375
"dim_370",2.44089039640224,0.515506503151207
"dim_371",0.73359300592082,0.57124742198526
"dim_372",0.0984973700796353,0.524320218694056
"dim_373",-0.191663233955091,0.421096423150247
"dim_374",-0.277159159923805,0.603521055452036
"dim_375",-0.865142056961207,0.548378318349381
"dim_376",-0.41497896099265,0.600037968080088
"dim_377",0.27086043494377,0.519853290627727
"dim_378",0.0587389574069133,0.548291216046871
"dim_379",0.126212910889707,0.532688158164782
"dim_380",-1.84024446872955,0.463448364058015
"dim_381",0.40462652286911,0.387147070821104
"dim_382",1.34003110274752,0.659904807104037
"dim_383",-0.00110242882064801,0.619052125655532
"dim_384",-0.0622663242673065,0.502860974995645
"dim_385",0.55052006412892,0.776580637573855
"dim_386",-0.255104170405142,0.728879661363765
"dim_387",-0.151465933383542,0.650891794941089
"dim_388",-0.565402078501722,0.545415780919996
"dim_389",0.284334962967625,0.779320918607683
"dim_390",-0.927510839902816,0.615983272053876
"dim_391",0.0516061771145843,0.637780638322538
"dim_392",1.39785610540433,0.656366132804148
"dim_393",-0.450002266035788,0.792399891792637
"dim_394",-2.63975815164282,0.655826255016672
"dim_395",1.87714706863812,0.695884133361636
"dim_396",-0.782166608694465,0.559051311511021
"dim_397",0.413889989269739,0.726925996414163
"dim_398",0.588046641673576,0.681066288893783
"dim_399",-0.484120416801245,0.790756891463494
"dim_400",-0.772296365897389,0.622778864461047
"dim_401",0.0454582714019938,0.722029819494617
"dim_402",-1.07682975116087,0.555122750217069
"dim_403",-1.26050640249506,0.67452432135258
"dim_404",-1.17355611985351,0.564906375575271
"dim_405",-0.196817565918405,0.708697790288647
"dim_406",-0.203497325961894,0.593818460031394
"dim_407",0.63273124324673,0.586726062895793
"dim_408",-1.52518000218304,0.581149897922206
"dim_409",0.354831740515743,0.562922798206724
"dim_410",-0.10083711350515,0.480402814986724
"dim_411",0.135812424429435,0.711185056449536
"dim_412",-1.48299189839274,0.691006694125433
"dim_413",-0.649926212468393,0.60209841564777
"dim_414",1.29618867263198,0.748173199761434
"dim_415",0.708812577428019,0.673241715463765
"dim_416",0.623892387272196,0.804644419476984
"dim_417",-0.524129191893054,0.608741093385435
"dim_418",0.86168910319263,0.697985754740125
"dim_419",-1.32623415525923,0.425794550358177
"dim_420",1.26041415311753,0.70645145485348
"dim_421",-0.24045774226493,0.624924857028382
"dim_422",-0.869942865885319,0.505556955764728
"dim_423",-0.300126721725819,0.745396169391738
"dim_424",0.0364478339584782,0.46974326786514
"dim_425",-0.998636013346704,0.469299980329991
"dim_426",-1.10288637240041,0.546464333000419
"dim_427",-0.31291984603443,0.542548172638518
"dim_428",-0.100828442341113,0.480977939266879
"dim_429",0.770556891527265,0.440720594116499
"dim_430",-0.734846905206746,0.390888571812932
"dim_431",-0.307100518136979,0.471174148080791
"dim_432",-0.275117429637132,0.544437521071662
"dim_433",-0.869446592040836,0.550895319522807
"dim_434",-0.241823540603187,0.617273269538576
"dim_435",-0.555043934578908,0.537499176462143
"dim_436",-1.2979583565225,0.497116592623301
"dim_437",0.215036472273951,0.430102137886387
"dim_438",-0.53771190167915,0.377885123682528
"dim_439",0.955238114543101,0.472680976775646
"dim_440",-0.442690995731886,0.550052693438282
"dim_441",-0.897024106428503,0.662754205198683
"dim_442",-0.939905861380728,0.52917872102527
"dim_443",0.90720493581463,0.632737248083423
"dim_444",-0.365233600391025,0.481387057196651
"dim_445",1.40062216513969,0.50334988938578
"dim_446",1.08104431020453,0.711397820416272
"dim_447",-0.67508523570017,0.456426054564244
"dim_448",0.790995695949235,0.599256506966215
"dim_449",-0.00273522590633799,0.606176558097082
"dim_450",-0.4795840839251,0.698090757493927
"dim_451",1.17527056607477,0.618854922995932
"dim_452",0.40637471647735,0.518463241596922
"dim_453",-0.249455294902486,0.598474315621151
"dim_454",-0.0382476945982334,0.584328476410167
"dim_455",0.455263092067647,0.559032087958892
"dim_456",0.132792635105471,0.527949454331491
"dim_457",0.128731813733565,0.621926314117233
"dim_458",-0.118873499409405,0.660831341185721
"dim_459",0.0924372837348702,0.654161959713172
"dim_460",-0.919111521928472,0.775531890482769
"dim_461",-0.67990222977514,0.616519456608309
"dim_462",0.97170772251891,0.887304654252829
"dim_463",0.353279308211851,0.423073303289573
"dim_464",1.33301729448932,0.747709673402135
"dim_465",2.38061785735983,0.633463549656809
"dim_466",1.84675149713108,0.568491203431463
"dim_467",-0.54798926486277,0.573552444616574
"dim_468",-0.892219481209016,0.515447641240522
"dim_469",-1.40948320462349,0.490163681972967
"dim_470",0.152183874001469,0.510860307176248
"dim_471",-0.0229232240963648,0.542652056889229
"dim_472",0.213540303659566,0.512483067717774
"dim_473",0.0727375732214646,0.566770756018791
"dim_474",-1.29939555421155,0.528555637469711
"dim_475",0.200875317716495,0.651172864319888
"dim_476",0.919944087756758,0.610841353642141
"dim_477",0.618086585958681,0.498226722975051
"dim_478",-0.0734384561591643,0.471499053475044
"dim_479",0.280273129631012,0.600146984740959
"dim_480",0.92713362058585,0.705896401304702
"dim_481",0.301177688182252,0.485084953570339
"dim_482",-0.0909615383939223,0.436540669575248
"dim_483",0.166162162771488,0.610343012488144
"dim_484",0.131166482815876,0.506250751975387
"dim_485",-0.00196711204232688,0.606809148175847
"dim_486",0.22513861287527,0.507520389363806
"dim_487",-0.0809065225335987,0.57782651611681
"dim_488",0.304116706443118,0.554358069420932
"dim_489",0.444342044406035,0.478274277511971
"dim_490",0.160876059228,0.511167417961992
"dim_491",0.20368499504105,0.523470231465545
"dim_492",-0.689105592188524,0.581702679498631
"dim_493",0.184505455341051,0.358579088900087
"dim_494",1.39904507746563,0.563479925934683
"dim_495",-0.30412335173534,0.380526519976539
"dim_496",0.456952604401777,0.417606312144919
"dim_497",0.352093632224244,0.467986947655807
"dim_498",0.603001824635616,0.621524171902906
"dim_499",0.898623763436967,0.514227362094148
"dim_500",-0.104086558686252,0.518585896717652
"dim_501",-0.0846296310087943,0.511908486858733
"dim_502",1.06480945605943,0.582885210649373
"dim_503",0.033056232203888,0.445234831588541
"dim_504",0.58446994338301,0.510144483459204
"dim_505",1.19918964425934,0.429092914073377
"dim_506",-0.0260686051080677,0.670267815123619
"dim_507",-1.93154043366617,0.686124448148627
"dim_508",0.425530899478559,0.384273251355329
"dim_509",-0.908928409353533,0.426524263451994
"dim_510",0.403292543162651,0.546881535550406
"dim_511",0.765859158873122,0.495701517641542
"dim_512",-0.406377573973162,0.457570441642195
"dim_513",0.110622034687793,0.392071074307107
"dim_514",-1.27340739111198,0.589410835408423
"dim_515",-0.0660331811201065,0.406614365092956
"dim_516",-0.0468007644752358,0.703660213611742
"dim_517",-0.541027521315288,0.596716663387848
"dim_518",-0.427880023806752,0.410333234454283
"dim_519",-1.32372712277352,0.510202653729436
"dim_520",-0.219676520418812,0.4136053042909
"dim_521",-0.85597842005775,0.475280148288525
"dim_522",0.0556241148835088,0.517483920428454
"dim_523",-0.114774723313848,0.500129990301786
"dim_524",-0.0400193388823994,0.29550556637929
"dim_525",-0.0929683080953645,0.643702081181412
"dim_526",0.193750212501308,0.507859128764176
"dim_527",-0.0792477655046164,0.588313771677702
"dim_528",0.0635042516975366,0.486607228590695
"dim_529",-1.02316373250586,0.407576924699563
"dim_530",0.148044870752455,0.341266975826972
"dim_531",1.016611680008,0.363221978751709
"dim_532",-0.360409418323097,0.4503633255557
"dim_533",0.886115341118359,0.611155470957148
"dim_534",0.450086593243511,0.506313039504939
"dim_535",-0.808264818404643,0.458567822671997
"dim_536",-0.593954835951011,0.471717857632197
"dim_537",0.939834589582491,0.388372774305723
"dim_538",0.639964175945584,0.501125275406467
"dim_539",0.308553077398918,0.336447221550974
"dim_540",1.23574691769925,0.485635007434324
"dim_541",-1.15011573988707,0.546547724659716
"dim_542",-1.15348506864715,0.407576212460124
"dim_543",-0.0533226846400252,0.354489834072128
"dim_544",-0.944121940384441,0.570948923005376
"dim_545",0.0785095546394587,0.552553617895223
"dim_546",-0.482504353112977,0.496957248766917
"dim_547",-0.684005964193691,0.636793878870771
"dim_548",0.269902722872893,0.415523961054097
"dim_549",0.668042917805229,0.590743477134056
"dim_550",-0.836835587032615,0.461103365090887
"dim_551",0.465428841880899,0.413738107159882
"dim_552",-0.962284864399067,0.532078036749468
"dim_553",0.830697931557091,0.509914448781497
"dim_554",-0.424905518079771,0.546831168347346
"dim_555",-0.119322400825054,0.381688737773681
"dim_556",0.307512529752158,0.460074627619525
"dim_557",-0.0739581818167279,0.515211052078799
"dim_558",-0.720136601125643,0.453068679927232
"dim_559",-0.341458483054204,0.544809065509005
"dim_560",0.255459022158361,0.469491448493177
"dim_561",-0.32646921455979,0.531581610800815
"dim_562",0.122476911717689,0.512855615586101
"dim_563",-1.71652101264038,0.501217530706973
"dim_564",-0.066915504899411,0.414101650740192
"dim_565",-0.409662879541754,0.324113396036264
"dim_566",-1.16358230830507,0.413747395599817
"dim_567",1.45908312523302,0.443562785164178
"dim_568",0.0853887583561331,0.485978021768976
"dim_569",0.543581588736715,0.384368583472831
"dim_570",-2.06278091542264,0.356265248552361
"dim_571",1.13969642153763,0.566178094346612
"dim_572",-1.41257891613752,0.46124475092183
"dim_573",-0.504636451473182,0.368486460812277
"dim_574",0.142811093257463,0.537890641076862
"dim_575",0.947202825482856,0.370613368509573
"dim_576",0.0652534984347554,0.674818305408019
"dim_577",0.657661735905988,0.495658502845581
"dim_578",0.792199512816807,0.584837645629862
"dim_579",0.225708454183025,0.484584769811528
"dim_580",1.07472572738027,0.64378705956925
"dim_581",0.598064009072457,0.622615270854754
"dim_582",1.11277526610511,0.740158034448554
"dim_583",-1.75503062482606,0.592630741693211
"dim_584",0.374071028190566,0.615812998067274
"dim_585",-0.633021156957492,0.635350913535766
"dim_586",0.628425737544201,0.682235463350887
"dim_587",1.43550786359355,0.608140527108026
"dim_588",-1.15956998114732,0.588214954484302
"dim_589",1.44912466959572,0.603498047541646
"dim_590",-1.82599326735759,0.892840750439193
"dim_591",2.14589744828483,0.782695233396696
"dim_592",0.984708852606251,0.599805993472006
"dim_593",-1.34092435377868,0.579141361435008
"dim_594",-0.842716837642675,0.532190759006383
"dim_595",0.0461871575427915,0.641299637394486
"dim_596",1.39290441721678,0.60501275934746
"dim_597",-0.546312896952905,0.654273742234201
"dim_598",0.653311447770473,0.694612464393628
"dim_599",0.0723700490899067,0.722967598960184
"dim_600",0.147666658219346,0.645125119388963
"dim_601",1.20092177694029,0.68371533890315
"dim_602",0.717107804036362,0.794807511007263
"dim_603",-0.237855894757593,0.60551582493145
"dim_604",-0.576705982151659,0.586240240165543
"dim_605",-0.271335794887644,0.66288244202725
"dim_606",1.08695857460422,0.683535437861128
"dim_607",-0.143268121560996,0.590294674420963
"dim_608",-0.993558614831814,0.666433519926154
"dim_609",0.683625961285322,0.494244293330607
"dim_610",-1.16265059902947,0.493177795142416
"dim_611",-0.903016195872283,0.6436198493946
"dim_612",-1.99105243581407,0.560598736532608
"dim_613",0.576455473122088,0.618383405944399
"dim_614",0.46737209394812,0.602810820432452
"dim_615",0.417490546294349,0.895864727338565
"dim_616",0.83213982673243,0.481420950546266
"dim_617",-0.325451948594282,0.685020605246057
