"feature","center","scale"
"dim_618",-0.804209307759525,0.494708932373067
"dim_619",0.229157277376966,0.485297498264513
"dim_620",0.675928946111123,0.476067250090022
"dim_621",0.287005469754358,0.558144491281709
"dim_622",0.0456284495734392,0.40028313464336
"dim_623",-2.05303741338405,0.683593698766403
"dim_624",0.537793299404191,0.479236676408726
"dim_625",1.1597337692659,0.525241107931927
"dim_626",-0.836878870201713,0.394754147441188
"dim_627",0.99451748894904,0.548170682627809
"dim_628",0.599999575544783,0.580158356701245
"dim_629",0.618441812606885,0.591186724017491
"dim_630",-0.00112592267476894,0.464527757293174
"dim_631",0.320287384650177,0.57436157732543
"dim_632",-0.822117238460069,0.548933543031691
"dim_633",-0.305670267841878,0.476516964391216
"dim_634",-0.118414676883704,0.441623257309472
"dim_635",1.85653586983681,0.499356759175951
"dim_636",0.00283834158549422,0.562121515932818
"dim_637",0.244910955817458,0.562251450348791
"dim_638",0.779439269283667,0.559603690011179
"dim_639",-0.136600672996583,0.604502150408648
"dim_640",-0.667550229707218,0.444266518490258
"dim_641",-0.597429620218959,0.695426902499586
"dim_642",0.235242034435431,0.673892739508759
"dim_643",-0.00674254975598702,0.497849393890941
"dim_644",-0.431320878076664,0.583121808456069
"dim_645",-2.15577659530843,0.758285122410997
"dim_646",-0.996115993748003,0.519595875776786
"dim_647",0.823623604034173,0.632587826589713
"dim_648",-1.97220229633311,0.674576705472206
"dim_649",-0.0562731756178533,0.559767239064232
"dim_650",-0.646474410512267,0.727544898190438
"dim_651",-0.430789670908942,0.579175294017715
"dim_652",-0.654720785050712,0.6003508037757
"dim_653",0.245351034288909,0.778037019538222
"dim_654",-0.355393963545918,0.540985741257951
"dim_655",0.0927881025560597,0.554994371361828
"dim_656",-0.0252582980121704,0.609276567926866
"dim_657",-1.8537968145406,0.667264737613431
"dim_658",-1.33332978333247,0.646119100693587
"dim_659",1.13707824428863,0.595726579308753
"dim_660",-0.581466152112525,0.669361293316402
"dim_661",-0.501807144997602,0.616840909306242
"dim_662",-1.4517408035537,0.485703173016669
"dim_663",-0.763939410911754,0.683345759652765
"dim_664",0.555644583101682,0.589110007924423
"dim_665",0.731388166232748,0.544508689449725
"dim_666",-0.9120035000621,0.483078396881654
"dim_667",1.73473954429018,0.682084343521512
"dim_668",1.51013976477205,0.75406051933036
"dim_669",-0.786895446118681,0.48603842446613
"dim_670",0.526232816389901,0.657164622101472
"dim_671",-0.195355430216667,0.472449168608145
"dim_672",0.0385332922740998,0.622729131389995
"dim_673",0.280416764047472,0.421940703216385
"dim_674",-0.671303617569836,0.623416813764044
"dim_675",1.32475646125509,0.493185818660519
"dim_676",0.361046380702248,0.559055618074624
"dim_677",1.02446815136899,0.365634514755603
"dim_678",-0.691531477250317,0.588020022047941
"dim_679",-0.0450192228286587,0.443991428101653
"dim_680",0.331846999497391,0.42368443058245
"dim_681",-0.340290903175705,0.507310650809396
"dim_682",-0.149914201682909,0.562422386645199
"dim_683",-2.62454558534825,0.567437312269239
"dim_684",0.617657596851758,0.399285798843168
"dim_685",-1.20256986245513,0.491911153687891
"dim_686",0.261361731667235,0.489916876159339
"dim_687",0.449317742987199,0.74660525393121
"dim_688",0.056455722874516,0.484989556739234
"dim_689",1.48283171438156,0.4576001698239
"dim_690",0.462640263222435,0.419432612625395
"dim_691",-0.448254588912142,0.325152483741601
"dim_692",-0.375202946573932,0.517215995600281
"dim_693",-0.910450065970183,0.634732274460479
"dim_694",-0.971916973384771,0.495895480595895
"dim_695",0.504838726004744,0.454473102730131
"dim_696",0.419919709564048,0.5493823005704
"dim_697",1.16041606664658,0.670147389640131
"dim_698",-0.832637834422132,0.68453853480314
"dim_699",0.135743999586223,0.58645506862697
"dim_700",0.477114127235527,0.361526184934739
"dim_701",-0.773337299660086,0.478368466408507
"dim_702",0.0372723933715532,0.363855375665003
"dim_703",-0.0611767073924792,0.464322358972035
"dim_704",0.0180158671491997,0.545340731071105
"dim_705",0.711521381250721,0.423718669235313
"dim_706",0.445582547613439,0.516516543619033
"dim_707",0.563966014418513,0.468887565674316
"dim_708",-0.171398740049026,0.489999975904698
"dim_709",0.688575250576151,0.509662641797818
"dim_710",0.18451827748857,0.564266369756811
"dim_711",0.588320466378664,0.558341424127182
"dim_712",-0.107131463060889,0.565646340441174
"dim_713",0.958741872939975,0.433361817496273
"dim_714",0.296827224480543,0.540737918743518
"dim_715",-0.131103463511805,0.420031384173452
"dim_716",0.787196636790449,0.455073143568527
"dim_717",-0.871539420393751,0.696077368712111
"dim_718",0.206503857403221,0.498059374681369
"dim_719",-0.553846949275504,0.504851842585137
"dim_720",0.262874799726055,0.375414242717792
"dim_721",1.61273579542783,0.614691633293862
"dim_722",0.820637418075088,0.529683773094276
"dim_723",0.675283049908962,0.404509949931908
"dim_724",0.0611978155659868,0.592629133975052
"dim_725",0.880256801502819,0.575815829771534
"dim_726",0.952854526914815,0.461384378717151
"dim_727",0.608678066571976,0.530616954958772
"dim_728",0.100839999338434,0.490861423401038
"dim_729",0.860889354312515,0.631452668890773
"dim_730",1.16020968241736,0.497186065263313
"dim_731",0.119413337244236,0.627773100870543
"dim_732",0.0504427142996103,0.494438011954317
"dim_733",0.897261005777251,0.653295459674687
"dim_734",0.721865781265846,0.430913751141834
"dim_735",-0.111074000811997,0.396773714641523
"dim_736",1.72464483098147,0.617771269227502
"dim_737",0.636923547304097,0.465126449583511
"dim_738",0.0273089245585923,0.523243693918365
"dim_739",-0.012594218387645,0.364390453353897
"dim_740",-0.369593210000064,0.619000895498241
"dim_741",0.634196327670299,0.513026028293276
"dim_742",0.0278338359322082,0.521547825082176
"dim_743",0.449694291180238,0.416256937016074
"dim_744",-0.346954614233146,0.608205976142577
"dim_745",-0.853099219608022,0.451913500669221
"dim_746",0.613371176700643,0.536645894050812
"dim_747",0.732262301429155,0.491299957203032
"dim_748",0.850720330429303,0.636641155231223
"dim_749",-0.132380564669345,0.508641857996701
"dim_750",-0.684160306707936,0.548888748823885
"dim_751",0.311009893524758,0.527711372180945
"dim_752",0.79172060475307,0.455437525997501
"dim_753",0.00449799117434057,0.324378782554943
"dim_754",0.241222944338509,0.563789638773967
"dim_755",1.15032210138408,0.422744216754044
"dim_756",-0.189520976954001,0.40745828493159
"dim_757",-0.534821230315782,0.465970846294108
"dim_758",1.09299788388642,0.497596140224973
"dim_759",-0.0507948161887396,0.448378764810829
"dim_760",-1.47905705375399,0.497077746630611
"dim_761",0.0449303565841624,0.538355188557205
"dim_762",-0.125052469554654,0.553200762622257
"dim_763",0.0815244489485656,0.451919031937413
"dim_764",-0.105482164889257,0.420393123823097
"dim_765",1.03294311850233,0.653290152319395
"dim_766",-0.225355461745478,0.453616911507909
"dim_767",-1.31059417363177,0.639796004949605
